股票代號,股票名稱,收盤價,月平均價
"079774","欣興元大27購01","1.13","1.57"
"079775","景碩元大21購05","","0.45"
"079779","飛捷元大21購04","","0.02"
"07977P","電子類元大24售02","0.95","0.82"
"079781","緯穎元大21購03","","3.86"
"079782","力智元大21購03","","0.23"
"079783","威鋒電元大21購03","","0.44"
"079784","力積電元大21購08","0.15","0.35"
"079785","南電元大21購09","1.34","2.17"
"079786","南電元大21購10","0.62","1.67"
"079788","臺指2X中信23購01","","0.33"
"07978P","電子類元大25售01","0.83","0.75"
"079790","華邦電中信21購02","","1.83"
"079792","大立光中信21購01","2.61","2.61"
"079793","群創中信23購02","0.46","0.80"
"079794","瑞鼎中信21購01","","0.38"
"079795","愛普中信21購01","0.04","0.23"
"079796","AES中信21購02","0.09","0.27"
"079797","臺股指中信24購01","","0.63"
"079799","光罩康和23購01","","3.60"
"07979P","金融類元大24售02","1.03","0.93"
"079800","台灣50永豐21購04","","1.22"
"079801","中鴻永豐21購01","0.93","0.93"
"079802","南帝永豐21購01","","0.03"
"079804","聯發科永豐21購03","","2.06"
"079805","富邦金永豐21購01","0.57","0.65"
"079807","聯詠永豐21購01","","2.02"
"079809","貿聯永豐21購01","0.06","0.17"
"07980P","金融類元大25售01","0.93","0.89"
"079810","泰鼎永豐21購02","","0.42"
"079811","同欣電永豐21購01","","0.60"
"079812","台表科永豐21購01","","2.25"
"079814","鴻海法興22購01","0.15","0.32"
"079815","鴻海法興23購01","","0.16"
"079818","華新群益22購01","2.06","2.72"
"079819","鴻準群益21購01","0.19","0.55"
"07981P","大成鋼凱基23售03","","0.03"
"079820","長榮群益21購11","","0.02"
"079821","長榮航群益21購07","","0.18"
"079823","嘉澤群益21購01","","8.80"
"079824","欣陸群益21購01","","0.69"
"079826","泰鼎群益21購01","","0.24"
"079827","森崴群益21購01","0.03","0.04"
"079828","富鼎群益21購01","","0.68"
"079829","富邦媒群益21購01","","0.26"
"07982P","臺股指凱基22售21","0.68","0.62"
"079830","富邦媒群益21購02","","0.21"
"079833","東陽統一23購01","","0.69"
"079834","鴻海統一25購05","0.69","0.78"
"079835","台積電統一23購07","","0.95"
"079836","台積電統一23購08","","0.97"
"079838","漢翔統一23購01","0.47","0.58"
"079839","世芯統一22購02","","2.73"
"07983P","臺股指凱基22售22","","0.69"
"079840","力智統一23購01","0.10","0.19"
"079841","南電統一22購03","","1.82"
"079842","台積電兆豐24購01","","1.68"
"079843","金像電兆豐23購01","","2.50"
"079845","台灣50國泰23購01","","1.20"
"079846","T50反1國泰23購02","","0.13"
"079847","台積電國泰23購04","1.49","1.60"
"079848","台積電國泰23購05","1.05","1.18"
"07984P","臺股指凱基22售23","1.16","1.03"
"079850","景碩國泰23購01","","0.60"
"079851","世芯國泰23購01","","3.56"
"079852","台灣50凱基23購07","0.91","1.30"
"079853","台灣50凱基24購08","","1.32"
"079854","台灣50凱基25購07","1.77","2.18"
"079855","台灣50凱基27購01","0.67","0.98"
"079856","高股息凱基25購01","","1.33"
"079857","T50正2凱基25購05","0.77","1.03"
"07985P","台積電統一22售09","0.91","0.83"
"079860","華新凱基21購10","","5.25"
"079861","裕隆凱基22購01","","6.40"
"079862","鴻海凱基24購02","0.54","0.64"
"079863","鴻海凱基24購03","0.61","0.79"
"079864","台積電凱基21購22","0.65","0.73"
"079865","台積電凱基22購11","","1.05"
"079866","台積電凱基24購03","1.97","2.33"
"079867","台積電凱基25購06","","2.26"
"079868","智邦凱基21購04","2.30","2.66"
"079869","鴻準凱基21購01","","1.82"
"07986P","欣興統一22售06","","0.49"
"079870","友達凱基21購07","","0.31"
"079871","聯發科凱基27購01","1.77","2.70"
"079872","聯發科凱基27購02","1.95","3.06"
"079873","陽明凱基21購11","","0.10"
"079874","奇鋐凱基21購03","","5.45"
"079875","景碩凱基22購02","","0.52"
"079876","世芯凱基21購02","3.96","4.25"
"079877","日月光凱基22購02","","4.75"
"079878","國光生凱基21購01","0.18","0.24"
"07987P","中鴻國票23售03","0.59","0.98"
"079880","南電凱基22購05","0.35","1.11"
"079881","臺股指凱基27購01","","1.25"
"079882","電子類凱基24購01","1.00","1.38"
"079883","電子類凱基24購02","","0.90"
"079885","台灣5G元大21購01","0.52","0.71"
"079887","亞德客元大21購05","","0.10"
"079888","裕隆元大21購04","","5.37"
"07988P","揚明光國票23售04","1.55","1.41"
"079890","國巨元大21購04","","3.10"
"079892","台積電元大21購26","","2.75"
"079893","台積電元大25購10","","4.01"
"079894","台亞元大21購02","0.28","0.45"
"079895","順德元大21購02","","0.46"
"079896","順德元大21購03","0.54","0.77"
"079897","微星元大21購02","","1.89"
"079898","微星元大26購01","2.34","2.14"
"079899","瑞昱元大21購04","0.90","1.44"
"07989P","天鈺國票22售01","","0.14"
"079900","友達元大21購09","","0.29"
"079901","聯發科元大21購20","","4.09"
"079902","聯發科元大25購05","","3.13"
"079903","可成元大21購04","","1.85"
"079904","可成元大21購05","2.19","2.53"
"079906","長榮元大21購20","","0.06"
"079907","長榮元大25購03","0.47","0.47"
"079908","裕民元大21購02","0.80","0.88"
"079909","陽明元大25購03","0.56","0.57"
"07990P","穎崴國票23售04","","0.26"
"079913","八方元大21購01","","2.74"
"079914","大立光元大21購09","2.96","3.60"
"079915","大立光元大26購02","4.20","4.20"
"079916","欣興元大21購08","0.50","1.03"
"079917","欣興元大26購04","0.96","1.33"
"079918","景碩元大21購06","0.18","0.53"
"07991P","聯發科富邦24售03","1.14","0.80"
"079920","日月光元大21購03","","4.67"
"079921","智伸科元大21購03","","0.20"
"079922","正文元大21購02","","0.44"
"079923","祥碩元大21購06","","0.05"
"079925","力智元大21購04","","0.42"
"079927","台積電元富21購14","","0.21"
"079928","台積電元富21購15","","0.57"
"079929","京元電元富21購01","0.63","0.55"
"079930","聯發科元富21購19","1.91","2.00"
"079932","長榮元富27購02","0.50","0.51"
"079933","欣興元富24購02","0.54","0.81"
"079934","台勝科元富21購01","","0.43"
"079936","台泥麥證21購01","","0.12"
"079938","嘉澤麥證24購01","","3.35"
"079939","富鼎麥證22購01","0.46","0.61"
"07993P","聯電永豐22售01","","0.10"
"079940","友達富邦23購01","0.37","0.56"
"079942","樺漢國票22購02","","0.22"
"079943","道瓊2X中信24購01","","0.76"
"079944","聯發科中信21購02","1.14","1.95"
"079945","漢翔中信21購01","0.05","0.15"
"079946","鈺齊中信22購01","","0.10"
"079947","T50正2永豐21購05","","0.66"
"079948","T50反1永豐22購01","0.05","0.06"
"079949","儒鴻永豐21購01","0.94","1.10"
"079950","華通永豐21購02","","1.44"
"079951","瑞昱永豐21購02","0.45","0.72"
"079952","華航永豐21購02","","0.12"
"079954","鈺齊永豐21購01","","0.02"
"079956","S&P反1群益25購01","","0.27"
"079957","旺宏群益22購01","","1.80"
"079958","華邦電群益22購01","0.69","0.93"
"079959","智邦群益21購01","","2.55"
"07995P","美費半群益22售03","1.34","1.29"
"079960","金像電群益21購03","","1.64"
"079962","長榮航群益21購08","0.16","0.25"
"079963","開發金群益23購01","","0.53"
"079964","景碩群益21購05","","0.39"
"079965","創意群益21購01","","11.20"
"079967","大眾控群益21購01","","0.61"
"079968","智伸科群益21購01","","0.68"
"079969","華孚群益21購01","","0.28"
"07996P","上緯控群益22售01","","0.63"
"079970","威鋒電群益21購01","","0.35"
"079972","臺股指群益21購14","","3.01"
"079975","遠東新統一21購01","0.06","0.26"
"079976","聯發科統一23購12","","2.79"
"079977","聯發科統一25購03","1.45","1.91"
"079979","陽明統一23購12","","0.22"
"079980","萬海統一23購06","","0.32"
"079981","欣興統一23購06","","0.73"
"079982","景碩統一23購03","","0.54"
"079983","上緯控統一24購01","","0.18"
"079986","南電統一23購04","","1.23"
"079987","富鼎統一23購01","0.87","1.02"
"079988","聯發科第一2C購01","1.00","1.13"
"079989","長榮第一2C購02","","0.64"
"07998P","SGBR2X元大23售03","","1.33"
"079990","國巨兆豐21購01","","3.13"
"079991","長榮兆豐23購02","0.16","0.14"
"079992","台驊控兆豐23購01","0.55","0.51"
"079993","愛普兆豐21購01","","0.41"
"079994","台積電法興21購01","","1.59"
"079995","台積電法興22購01","1.60","1.82"
"079996","新光金法興21購01","","0.60"
"079997","台塑麥證21購02","","0.12"
"079998","南亞麥證21購01","","2.04"
"079999","開發金麥證21購01","0.11","0.28"
"07999P","聚陽元大23售01","","0.06"
"080000","致新麥證21購01","0.24","0.38"
"080001","臺股指麥證27購01","0.76","1.28"
"080002","台塑凱基21購01","","0.23"
"080003","亞德客凱基21購04","","0.81"
"080004","聯電凱基22購06","","1.56"
"080005","國巨凱基21購04","4.03","4.86"
"080006","台亞凱基22購02","","0.62"
"080007","智邦凱基24購01","1.66","1.81"
"080008","順德凱基21購01","0.94","1.44"
"080009","微星凱基21購02","3.68","3.28"
"08000P","亞德客元大23售01","0.30","0.33"
"080010","瑞昱凱基21購04","0.51","1.09"
"080011","友達凱基21購08","","0.07"
"080012","長榮凱基22購04","","0.04"
"080013","長榮凱基22購05","","0.02"
"080016","萬海凱基22購03","","0.07"
"080017","長榮航凱基22購06","","0.31"
"080018","慧洋凱基21購02","0.31","0.31"
"080019","八方凱基21購01","1.82","2.79"
"08001P","美時元大25售02","","0.14"
"080020","富邦金凱基21購02","0.63","1.31"
"080021","大立光凱基22購04","2.97","3.50"
"080022","欣興凱基22購04","","0.29"
"080023","群創凱基22購01","","0.68"
"080026","華孚凱基21購01","","0.24"
"080028","臺股指凱基21購22","0.06","0.22"
"080029","臺股指凱基23購22","0.10","0.21"
"08002P","裕隆元大23售02","","0.06"
"080030","T50反1元富21購01","0.13","0.14"
"080031","華新元富21購02","","5.50"
"080034","國巨元富21購01","","3.36"
"080036","台積電元富21購17","","1.32"
"080037","台積電元富21購18","","1.76"
"080038","台積電元富21購19","1.50","2.12"
"080039","友達元富21購04","","0.34"
"08003P","國巨元大23售07","","0.20"
"080040","友達元富24購01","","0.47"
"080041","景碩元富21購01","","0.60"
"080042","創意元富21購01","","4.30"
"080043","同欣電元富21購01","0.88","1.09"
"080046","力積電元富21購01","","0.24"
"08004P","華碩元大23售02","","0.90"
"080050","元油反國票23購01","","0.72"
"080051","堤維西國票21購01","0.27","0.45"
"080052","聯電國票21購04","","2.04"
"080053","聯發科國票21購08","","2.43"
"080054","聯發科國票22購04","1.78","1.82"
"080057","敦泰國票22購02","","0.16"
"080058","瑞鼎國票22購01","1.02","1.26"
"080059","嘉聯益國票22購01","","1.40"
"08005P","技嘉元大23售03","","0.04"
"080060","華孚國票21購01","","0.41"
"080061","華孚國票23購01","0.23","0.26"
"080062","力智國票21購01","","0.19"
"080063","元油反康和21購01","","0.45"
"080064","台塑康和21購02","","0.21"
"080065","中鋼康和21購01","0.67","0.90"
"080066","友達康和23購02","0.23","0.41"
"080067","上緯控康和23購01","","0.15"
"080069","T50正2國泰23購01","1.51","1.96"
"08006P","技嘉元大23售04","","0.07"
"080070","台積電國泰23購06","","2.21"
"080071","台積電國泰23購07","1.78","1.94"
"080072","台積電國泰23購08","1.85","2.16"
"080074","華孚國泰23購01","0.55","0.63"
"080075","華孚國泰23購02","1.04","1.19"
"080076","力智國泰23購02","0.16","0.34"
"080077","瑞昱富邦21購01","0.30","0.47"
"08007P","榮運元大23售04","1.22","1.32"
"080083","台積電元大25購11","2.49","3.04"
"080085","友達元大21購11","","0.36"
"080087","聯發科元大25購06","2.00","2.58"
"08008P","健策元大23售12","0.68","0.74"
"080090","長榮元大26購06","","0.58"
"080093","華航元大21購04","0.17","0.24"
"080094","萬海元大21購15","","0.18"
"080096","長榮航元大26購01","0.36","0.39"
"080097","台驊控元大21購03","0.24","0.39"
"080098","大立光元大21購10","3.60","3.67"
"080099","大立光元大26購03","","4.04"
"08009P","富鼎元大25售02","","0.55"
"080101","欣興元大21購09","","0.46"
"080102","欣興元大26購05","0.95","1.33"
"080103","景碩元大21購07","0.07","0.35"
"080104","玉晶光元大21購05","0.35","0.85"
"080106","世芯元大26購03","","3.40"
"080107","日月光元大21購04","","4.90"
"080108","日月光元大21購05","","4.40"
"080109","華孚元大21購01","","1.09"
"08010P","鈺齊元大23售06","0.60","0.68"
"080110","華孚元大21購02","0.31","0.43"
"080111","華孚元大21購03","","0.76"
"080112","華孚元大24購01","1.01","1.08"
"080113","華孚元大24購02","","0.74"
"080114","華孚元大25購01","","0.96"
"080115","華孚元大25購02","0.66","0.75"
"080116","華孚元大26購01","","1.03"
"080117","華孚元大27購01","","0.96"
"080118","華孚元大27購02","","0.90"
"080119","力智元大21購05","","0.47"
"08011P","奇鋐中信23售02","0.37","0.36"
"080121","力智元大21購07","","0.75"
"080122","南電元大21購11","0.19","0.84"
"080123","南電元大21購12","0.40","1.30"
"080125","南亞中信21購01","","0.41"
"080126","長榮中信24購03","","0.11"
"080127","大立光中信23購01","1.14","1.21"
"080128","欣興中信21購03","","0.35"
"080129","欣興中信25購01","0.67","0.98"
"08012P","新唐中信22售02","","0.25"
"080130","創意中信23購01","","5.52"
"080132","大成鋼群益21購03","2.80","3.87"
"080133","大立光群益21購03","3.63","4.32"
"080135","天鈺群益21購01","0.57","0.83"
"080136","華孚群益23購01","0.20","0.28"
"080137","台積電康和21購06","1.80","2.32"
"080138","長榮航康和21購01","","0.17"
"080139","大立光康和22購02","","3.32"
"080140","台灣50統一23購02","","0.99"
"080141","聯電統一21購04","0.84","1.10"
"080142","台積電統一23購09","","1.19"
"080143","台勝科統一25購02","0.67","0.74"
"080144","貿聯統一23購01","","0.20"
"080145","南電統一22購04","0.60","0.99"
"080146","富邦媒統一24購01","","0.54"
"080147","富邦媒統一24購02","0.15","0.18"
"080148","技嘉兆豐23購01","","2.60"
"080149","聯發科兆豐21購03","0.27","1.06"
"08014P","敦泰國票23售02","","0.60"
"080150","創意兆豐23購02","5.80","5.41"
"080151","長榮法興27購01","0.89","0.80"
"080153","大立光法興21購01","3.97","4.12"
"080154","泰山永豐21購02","","0.67"
"080155","上銀永豐22購01","","0.08"
"080157","台勝科永豐21購01","","0.23"
"080158","智易永豐22購01","","0.20"
"080159","世芯永豐21購02","1.64","2.05"
"08015P","台灣50國泰24售02","","0.66"
"080160","緯穎永豐21購02","","2.51"
"080161","威鋒電永豐21購01","","0.17"
"080163","南電永豐21購01","0.57","1.02"
"080164","南茂永豐21購01","","0.23"
"080165","富邦媒永豐21購02","","0.02"
"080166","臺股指永豐21購04","","0.58"
"080167","元石油凱基27購01","","0.36"
"080168","聯電凱基22購07","1.83","2.24"
